n,Iterative C,Recursive C,Dynamic Programming C,Iterative P,Recursive P,Dynamic Programming P
3116,0.03365,-,0.00371,0.61696,-,1.37066
3117,0.03393,-,0.00363,0.61733,-,1.41991
3118,0.03396,-,0.00340,0.61740,-,1.42015
3119,0.06692,-,0.00343,0.61718,-,1.37019
3120,0.03434,-,0.00361,0.56778,-,1.37017
3121,0.06614,-,0.00367,0.61752,-,1.36919
3122,0.06673,-,0.00367,0.56801,-,1.41910
3123,0.03362,-,0.00352,0.61691,-,1.47119
3124,0.03397,-,0.00327,0.56709,-,1.37095
3125,0.06625,-,0.00363,0.61815,-,1.32134
3126,0.03404,-,0.00341,0.61687,-,1.36921
3127,0.03368,-,0.00307,0.66758,-,1.36913
3128,0.03475,-,0.00370,0.61805,-,1.47050
3129,0.06608,-,0.00386,0.56779,-,1.36959
3130,0.06571,-,0.00331,0.61664,-,1.36924
3131,0.06596,-,0.00318,0.56677,-,1.37059
3132,0.03345,-,0.00314,0.56824,-,1.32067
3133,0.06629,-,0.00383,0.56773,-,1.37159
3134,0.06611,-,0.00337,0.61852,-,1.41974
3135,0.06671,-,0.00358,0.61755,-,1.37042
3136,0.06703,-,0.00332,0.61675,-,1.41984
3137,0.06650,-,0.00406,0.56728,-,1.41929
3138,0.06678,-,0.00394,0.56698,-,1.36982
3139,0.06648,-,0.00370,0.66706,-,1.51945
3140,0.06645,-,0.00398,0.61748,-,1.36838
3141,0.03362,-,0.00360,0.61739,-,1.42049
3142,0.06634,-,0.00385,0.61863,-,1.41991
3143,0.03435,-,0.00362,0.56709,-,1.41907
3144,0.03392,-,0.00325,0.61707,-,1.36899
3145,0.06663,-,0.00410,0.61840,-,1.37029
3146,0.06645,-,0.00375,0.61794,-,1.42009
3147,0.06608,-,0.00348,0.56686,-,1.46940
3148,0.06670,-,0.00365,0.56741,-,1.37015
3149,0.03437,-,0.00335,0.56741,-,1.41982
3150,0.06599,-,0.00362,0.66898,-,1.37009
3151,0.06685,-,0.00331,0.61712,-,1.31954
3152,0.03407,-,0.00331,0.56763,-,1.32131
3153,0.06639,-,0.00338,0.66733,-,1.42242
3154,0.03398,-,0.00379,0.56862,-,1.32331
3155,0.03402,-,0.00349,0.56814,-,1.47072
3156,0.06612,-,0.00382,0.61745,-,1.41940
3157,0.06618,-,0.00350,0.61733,-,1.47027
3158,0.06653,-,0.00383,0.61808,-,1.51997
3159,0.06657,-,0.00372,0.61711,-,1.32011
3160,0.06674,-,0.00392,0.61809,-,1.37049
3161,0.03349,-,0.00324,0.61771,-,1.37197
3162,0.03400,-,0.00309,0.56719,-,1.37063
3163,0.03435,-,0.00358,0.61705,-,1.46900
3164,0.06674,-,0.00397,0.66780,-,1.42162
3165,0.03410,-,0.00286,0.56658,-,1.36944
3166,0.03348,-,0.00339,0.61718,-,1.37137
3167,0.06634,-,0.00362,0.61756,-,1.37094
3168,0.06658,-,0.00403,0.61762,-,1.37023
3169,0.03398,-,0.00350,0.66794,-,1.42144
3170,0.03414,-,0.00322,0.61723,-,1.41926
3171,0.03338,-,0.00278,0.61651,-,1.46918
3172,0.06619,-,0.00305,0.61713,-,1.42080
3173,0.03333,-,0.00323,0.61670,-,1.47013
3174,0.03347,-,0.00361,0.61706,-,1.41915
3175,0.06598,-,0.00345,0.66874,-,1.42090
3176,0.06652,-,0.00378,0.66792,-,1.37140
3177,0.03396,-,0.00342,0.66795,-,1.37166
3178,0.06625,-,0.00397,0.61832,-,1.46996
3179,0.06640,-,0.00401,0.61806,-,1.42034
3180,0.03402,-,0.00317,0.61637,-,1.41866
3181,0.03350,-,0.00400,0.66750,-,1.46953
3182,0.06670,-,0.00358,0.61717,-,1.56925
3183,0.06625,-,0.00329,0.66788,-,1.41981
3184,0.03376,-,0.00311,0.66878,-,1.42073
3185,0.03369,-,0.00342,0.61678,-,1.42016
3186,0.03365,-,0.00318,0.61693,-,1.41896
3187,0.06603,-,0.00294,0.61655,-,1.42082
3188,0.06636,-,0.00384,0.56795,-,1.42086
3189,0.03402,-,0.00363,0.56787,-,1.42038
3190,0.03405,-,0.00381,0.56854,-,1.41988
3191,0.03387,-,0.00390,0.66754,-,1.47082
3192,0.06632,-,0.00347,0.61750,-,1.41964
3193,0.06692,-,0.00361,0.61731,-,1.46919
3194,0.06599,-,0.00353,0.66743,-,1.42285
3195,0.06683,-,0.00403,0.66787,-,1.41950
3196,0.06580,-,0.00316,0.61725,-,1.41880
3197,0.03344,-,0.00266,0.61606,-,1.46873
3198,0.03364,-,0.00355,0.61717,-,1.41898
3199,0.03326,-,0.00320,0.61679,-,1.42060
3200,0.06680,-,0.00324,0.61779,-,1.42202
3201,0.06643,-,0.00355,0.61772,-,1.42097
3202,0.03424,-,0.00376,0.61814,-,1.47117
3203,0.03412,-,0.00368,0.56784,-,1.42154
3204,0.03436,-,0.00341,0.56784,-,1.37066
3205,0.03410,-,0.00381,0.56799,-,1.37079
3206,0.06646,-,0.00369,0.61783,-,1.37016
3207,0.06618,-,0.00364,0.66705,-,1.51949
3208,0.06684,-,0.00383,0.61810,-,1.47132
3209,0.03398,-,0.00399,0.66925,-,1.37124
3210,0.06643,-,0.00379,0.61732,-,1.46961
3211,0.06643,-,0.00339,0.61679,-,1.47011
3212,0.03386,-,0.00394,0.66736,-,1.42103
3213,0.03373,-,0.00364,0.61711,-,1.57003
3214,0.03419,-,0.00397,0.61813,-,1.37142
3215,0.03410,-,0.00358,0.56780,-,1.42054
3216,0.06626,-,0.00315,0.56747,-,1.42074
3217,0.06634,-,0.00347,0.61784,-,1.37103
3218,0.06588,-,0.00319,0.66732,-,1.52017
3219,0.03314,-,0.00272,0.61820,-,1.62169
3220,0.06671,-,0.00402,0.71840,-,1.42122
3221,0.06660,-,0.00346,0.61788,-,1.42050
3222,0.06635,-,0.00380,0.61828,-,1.42123
3223,0.03383,-,0.00334,0.61782,-,1.47048
3224,0.06568,-,0.00294,0.61704,-,1.47179
3225,0.03406,-,0.00325,0.61631,-,1.56863
3226,0.06692,-,0.00353,0.61623,-,1.46884
3227,0.06641,-,0.00383,0.66764,-,1.47129
3228,0.03424,-,0.00354,0.66730,-,1.47110
3229,0.03379,-,0.00314,0.66737,-,1.46877
3230,0.06641,-,0.00340,0.61616,-,1.47085
3231,0.06597,-,0.00396,0.66790,-,1.46946
3232,0.06599,-,0.00324,0.61642,-,1.51916
3233,0.03346,-,0.00354,0.61839,-,1.47094
3234,0.03375,-,0.00376,0.66718,-,1.46956
3235,0.03393,-,0.00380,0.66776,-,1.51945
3236,0.03379,-,0.00318,0.61816,-,1.51912
3237,0.06667,-,0.00402,0.61833,-,1.47010
3238,0.03429,-,0.00329,0.61743,-,1.52006
3239,0.06605,-,0.00298,0.61673,-,1.46957
3240,0.06635,-,0.00373,0.66812,-,1.47028
3241,0.03376,-,0.00293,0.61672,-,1.46926
3242,0.03392,-,0.00389,0.61748,-,1.47097
3243,0.03415,-,0.00381,0.66830,-,1.47092
3244,0.03393,-,0.00383,0.61752,-,1.46902
3245,0.06648,-,0.00397,0.61838,-,1.52006
3246,0.06666,-,0.00347,0.61782,-,1.52160
3247,0.06631,-,0.00314,0.61871,-,1.47064
3248,0.06614,-,0.00316,0.66666,-,1.46911
3249,0.03373,-,0.00311,0.66725,-,1.67066
3250,0.03324,-,0.00262,0.61590,-,1.46882
3251,0.06668,-,0.00359,0.66807,-,1.47108
3252,0.06677,-,0.00380,0.61820,-,1.52191
3253,0.06659,-,0.00408,0.71806,-,1.52231
3254,0.06705,-,0.00366,0.61800,-,1.57029
3255,0.06534,-,0.00335,0.61735,-,1.51854
3256,0.06634,-,0.00367,0.61657,-,1.56981
3257,0.03345,-,0.00323,0.61710,-,1.47022
3258,0.06646,-,0.00296,0.61722,-,1.52072
3259,0.03398,-,0.00296,0.66698,-,1.46977
3260,0.06573,-,0.00293,0.61620,-,1.46860
3261,0.06538,-,0.00362,0.61746,-,1.57090
3262,0.03394,-,0.00348,0.61745,-,1.51993
3263,0.03431,-,0.00358,0.66667,-,1.56913
3264,0.03424,-,0.00408,0.66844,-,1.52177
3265,0.03395,-,0.00416,0.66776,-,1.52099
3266,0.03367,-,0.00367,0.61660,-,1.56960
3267,0.03399,-,0.00361,0.71794,-,1.57024
3268,0.03393,-,0.00337,0.71712,-,1.47173
3269,0.06550,-,0.00283,0.61707,-,1.52199
3270,0.03421,-,0.00385,0.66748,-,1.56983
3271,0.06649,-,0.00369,0.61662,-,1.62072
3272,0.03349,-,0.00322,0.61814,-,1.52074
3273,0.06649,-,0.00365,0.66692,-,1.56917
3274,0.03405,-,0.00366,0.66899,-,1.62116
3275,0.06682,-,0.00300,0.61688,-,1.52110
3276,0.06681,-,0.00270,0.61873,-,1.62128
3277,0.03403,-,0.00301,0.66697,-,1.46934
3278,0.03409,-,0.00334,0.66834,-,1.52099
3279,0.03391,-,0.00303,0.61713,-,1.51968
3280,0.06856,-,0.00300,0.66785,-,1.51975
3281,0.03415,-,0.00296,0.61729,-,1.52033
3282,0.03419,-,0.00354,0.66715,-,1.61944
3283,0.06621,-,0.00397,0.61742,-,1.51982
3284,0.03326,-,0.00410,0.66771,-,1.52016
3285,0.03346,-,0.00312,0.66735,-,1.47014
3286,0.03339,-,0.00265,0.61621,-,1.56944
3287,0.03388,-,0.00361,0.61765,-,1.52056
3288,0.06538,-,0.00370,0.71749,-,1.51945
3289,0.06651,-,0.00363,0.66783,-,1.47157
3290,0.06643,-,0.00388,0.61805,-,1.56998
3291,0.06614,-,0.00327,0.66695,-,1.52118
3292,0.06678,-,0.00389,0.66858,-,1.57183
3293,0.06639,-,0.00375,0.66829,-,1.47055
3294,0.03329,-,0.00304,0.66726,-,1.62041
3295,0.03327,-,0.00362,0.71740,-,1.62072
3296,0.06685,-,0.00401,0.66828,-,1.52146
3297,0.06673,-,0.00302,0.66664,-,1.52146
3298,0.06660,-,0.00343,0.66771,-,1.52069
3299,0.06651,-,0.00332,0.71729,-,1.52021
3300,0.06630,-,0.00351,0.71775,-,1.51907
3301,0.03316,-,0.00411,0.66900,-,1.57137
3302,0.06666,-,0.00363,0.66663,-,1.52079
3303,0.03421,-,0.00359,0.71740,-,1.57129
3304,0.06664,-,0.00371,0.61745,-,1.52002
3305,0.03331,-,0.00307,0.66682,-,1.57006
3306,0.03332,-,0.00317,0.66680,-,1.52196
3307,0.06655,-,0.00381,0.66827,-,1.52118
3308,0.03421,-,0.00351,0.66775,-,1.62048
3309,0.06619,-,0.00322,0.66769,-,1.51939
3310,0.06689,-,0.00385,0.71851,-,1.51930
3311,0.06631,-,0.00325,0.66754,-,1.47129
3312,0.03373,-,0.00342,0.66738,-,1.62075
3313,0.06634,-,0.00401,0.66815,-,1.47089
3314,0.06646,-,0.00347,0.66823,-,1.57150
3315,0.06646,-,0.00373,0.66846,-,1.51993
3316,0.06620,-,0.00347,0.66676,-,1.61850
3317,0.06563,-,0.00348,0.66715,-,1.66945
3318,0.06648,-,0.00351,0.66727,-,1.57068
3319,0.03308,-,0.00243,0.66770,-,1.57415
3320,0.06695,-,0.00381,0.66954,-,1.62462
3321,0.03402,-,0.00316,0.71884,-,1.57117
3322,0.06676,-,0.00400,0.71882,-,1.62127
3323,0.06658,-,0.00318,0.71776,-,1.52086
3324,0.06634,-,0.00249,0.71860,-,1.47112
3325,0.03394,-,0.00352,0.61820,-,1.57017
3326,0.03348,-,0.00330,0.66802,-,1.57256
3327,0.03448,-,0.00331,0.66803,-,1.57201
3328,0.03347,-,0.00400,0.66868,-,1.51996
3329,0.03368,-,0.00352,0.66772,-,1.57155
3330,0.06649,-,0.00433,0.66760,-,1.57242
3331,0.03410,-,0.00349,0.66848,-,1.57065
3332,0.06625,-,0.00323,0.66717,-,1.56983
3333,0.06667,-,0.00382,0.71792,-,1.52236
3334,0.06642,-,0.00365,0.66759,-,1.56916
3335,0.06592,-,0.00329,0.66698,-,1.56907
3336,0.06652,-,0.00418,0.66748,-,1.56957
3337,0.06634,-,0.00378,0.66759,-,1.62204
3338,0.03396,-,0.00337,0.66787,-,1.62329
3339,0.03364,-,0.00286,0.66750,-,1.52239
3340,0.06606,-,0.00324,0.66723,-,1.57190
3341,0.06636,-,0.00344,0.66813,-,1.52229
3342,0.03342,-,0.00289,0.66743,-,1.52162
3343,0.03294,-,0.00277,0.66746,-,1.52231
3344,0.03428,-,0.00367,0.66728,-,1.57092
3345,0.06648,-,0.00362,0.66787,-,1.52186
3346,0.06607,-,0.00312,0.66774,-,1.51899
3347,0.03403,-,0.00371,0.66871,-,1.62161
3348,0.06638,-,0.00337,0.71792,-,1.57236
3349,0.03416,-,0.00342,0.66770,-,1.62064
3350,0.03433,-,0.00384,0.66812,-,1.67136
3351,0.06644,-,0.00350,0.71768,-,1.62080
3352,0.03350,-,0.00296,0.76739,-,1.62261
3353,0.03419,-,0.00311,0.66733,-,1.62011
3354,0.03371,-,0.00356,0.66878,-,1.57267
3355,0.06638,-,0.00371,0.66765,-,1.57145
3356,0.06544,-,0.00306,0.66738,-,1.56971
3357,0.06651,-,0.00376,0.66748,-,1.62026
3358,0.06582,-,0.00300,0.66728,-,1.56929
3359,0.03352,-,0.00382,0.66758,-,1.61956
3360,0.03349,-,0.00311,0.66754,-,1.57025
3361,0.06649,-,0.00322,0.71759,-,1.62149
3362,0.03368,-,0.00345,0.76754,-,1.62114
3363,0.06677,-,0.00377,0.66815,-,1.72113
3364,0.06543,-,0.00281,0.71637,-,1.56856
3365,0.06549,-,0.00303,0.71649,-,1.61842
3366,0.06563,-,0.00365,0.71745,-,1.62154
3367,0.06680,-,0.00355,0.71855,-,1.62109
3368,0.06608,-,0.00391,0.76832,-,1.61860
3369,0.06642,-,0.00335,0.66813,-,1.61951
3370,0.03408,-,0.00348,0.71827,-,1.66968
3371,0.03333,-,0.00337,0.71724,-,1.62127
3372,0.06673,-,0.00341,0.71782,-,1.67048
3373,0.06583,-,0.00385,0.66773,-,1.62059
3374,0.03304,-,0.00264,0.66612,-,1.67133
3375,0.03398,-,0.00338,0.66769,-,1.67198
3376,0.03339,-,0.00301,0.71847,-,1.62084
3377,0.06611,-,0.00316,0.71650,-,1.62112
3378,0.03412,-,0.00337,0.66830,-,1.57053
3379,0.03373,-,0.00299,0.66713,-,1.61941
3380,0.03381,-,0.00363,0.71898,-,1.67116
3381,0.03417,-,0.00357,0.71822,-,1.67099
3382,0.06716,-,0.00318,0.71757,-,1.67161
3383,0.06616,-,0.00375,0.76794,-,1.62124
3384,0.06626,-,0.00345,0.71711,-,1.62221
3385,0.06641,-,0.00348,0.66765,-,1.66975
3386,0.03450,-,0.00398,0.71893,-,1.62288
3387,0.06655,-,0.00381,0.66809,-,1.57078
3388,0.06625,-,0.00316,0.71746,-,1.62232
3389,0.03386,-,0.00332,0.76793,-,1.62065
3390,0.06652,-,0.00394,0.66834,-,1.66973
3391,0.06637,-,0.00336,0.71693,-,1.66977
3392,0.06629,-,0.00359,0.71728,-,1.67182
3393,0.06649,-,0.00369,0.66836,-,1.62239
3394,0.06617,-,0.00338,0.66919,-,1.62122
3395,0.06679,-,0.00359,0.71656,-,1.66912
3396,0.03378,-,0.00344,0.66810,-,1.62110
3397,0.03401,-,0.00346,0.66778,-,1.62066
3398,0.03398,-,0.00376,0.71859,-,1.62089
3399,0.06677,-,0.00360,0.71836,-,1.72262
3400,0.06612,-,0.00337,0.76693,-,1.67045
3401,0.06654,-,0.00344,0.71767,-,1.67137
3402,0.06589,-,0.00348,0.71787,-,1.67127
3403,0.03414,-,0.00345,0.76904,-,1.72113
3404,0.06646,-,0.00394,0.71827,-,1.57149
3405,0.06631,-,0.00340,0.66849,-,1.62017
3406,0.03321,-,0.00328,0.66866,-,1.62059
3407,0.06629,-,0.00390,0.76877,-,1.72105
3408,0.03339,-,0.00274,0.66627,-,1.62247
3409,0.03365,-,0.00329,0.66783,-,1.67335
3410,0.06662,-,0.00377,0.71773,-,1.62075
3411,0.03351,-,0.00270,0.71662,-,1.76933
3412,0.06559,-,0.00335,0.71863,-,1.62074
3413,0.06679,-,0.00391,0.66847,-,1.57028
3414,0.03435,-,0.00405,0.81825,-,1.61942
3415,0.06669,-,0.00423,0.66832,-,1.67199
3416,0.06599,-,0.00390,0.71920,-,1.57097
3417,0.06630,-,0.00351,0.66794,-,1.57108
3418,0.06688,-,0.00343,0.71793,-,1.67227
3419,0.06667,-,0.00352,0.71809,-,1.67087
3420,0.03349,-,0.00303,0.71818,-,1.62053
3421,0.06675,-,0.00386,0.71809,-,1.82033
3422,0.03365,-,0.00339,0.66844,-,1.67125
3423,0.06656,-,0.00386,0.71833,-,1.62149
3424,0.03407,-,0.00319,0.71772,-,1.72061
3425,0.06651,-,0.00389,0.71881,-,1.62105
3426,0.03372,-,0.00366,0.71738,-,1.67054
3427,0.06581,-,0.00344,0.71817,-,1.62108
3428,0.03400,-,0.00309,0.71737,-,1.67187
3429,0.06724,-,0.00365,0.71843,-,1.61988
3430,0.06591,-,0.00290,0.71790,-,1.67008
3431,0.03328,-,0.00290,0.71733,-,1.67083
3432,0.03353,-,0.00308,0.71761,-,1.67101
3433,0.03397,-,0.00323,0.66734,-,1.62070
3434,0.06637,-,0.00349,0.71773,-,1.72052
3435,0.03374,-,0.00331,0.76823,-,1.72158
3436,0.03424,-,0.00397,0.71790,-,1.66957
3437,0.06694,-,0.00367,0.71724,-,1.61988
3438,0.06572,-,0.00327,0.71722,-,1.66969
3439,0.03324,-,0.00313,0.71796,-,1.62141
3440,0.03393,-,0.00342,0.66796,-,1.62164
3441,0.03485,-,0.00311,0.71763,-,1.66965
3442,0.03391,-,0.00333,0.71832,-,1.67026
3443,0.03390,-,0.00337,0.81868,-,1.67108
3444,0.03416,-,0.00368,0.71761,-,1.66990
3445,0.06687,-,0.00406,0.76847,-,1.67219
3446,0.06712,-,0.00371,0.71833,-,1.67035
3447,0.03372,-,0.00321,0.76687,-,1.67028
3448,0.06593,-,0.00360,0.71767,-,1.67007
3449,0.03421,-,0.00365,0.76793,-,1.72100
3450,0.03404,-,0.00376,0.71755,-,1.67174
3451,0.06593,-,0.00327,0.71855,-,1.67009
3452,0.06672,-,0.00392,0.71750,-,1.67264
3453,0.06647,-,0.00355,0.71777,-,1.67107
3454,0.03383,-,0.00308,0.71751,-,1.67016
3455,0.06669,-,0.00345,0.71912,-,1.67137
3456,0.03376,-,0.00306,0.71787,-,1.67266
3457,0.03355,-,0.00310,0.76869,-,1.72106
3458,0.06650,-,0.00351,0.71721,-,1.66928
3459,0.03461,-,0.00391,0.81762,-,1.72094
3460,0.03412,-,0.00379,0.76817,-,1.72183
3461,0.06691,-,0.00381,0.71724,-,1.66973
3462,0.06670,-,0.00368,0.71840,-,1.72135
3463,0.03419,-,0.00319,0.71828,-,1.67082
3464,0.06617,-,0.00421,0.71820,-,1.72191
3465,0.06634,-,0.00403,0.71783,-,1.66935
3466,0.03372,-,0.00361,0.71723,-,1.66951
3467,0.06649,-,0.00326,0.71718,-,1.66894
3468,0.06651,-,0.00359,0.71721,-,1.77030
3469,0.03411,-,0.00347,0.71771,-,1.72394
3470,0.06737,-,0.00412,0.76860,-,1.77187
3471,0.06653,-,0.00392,0.71782,-,1.72201
3472,0.06682,-,0.00362,0.76897,-,1.67184
3473,0.06606,-,0.00348,0.71778,-,1.67088
3474,0.03362,-,0.00342,0.81945,-,1.77224
3475,0.06642,-,0.00363,0.71812,-,1.62039
3476,0.03415,-,0.00334,0.71742,-,1.62070
3477,0.06629,-,0.00370,0.71853,-,1.72118
3478,0.06698,-,0.00336,0.71819,-,1.72158
3479,0.06645,-,0.00417,0.76743,-,1.66981
3480,0.06602,-,0.00354,0.71849,-,1.72237
3481,0.03421,-,0.00362,0.76768,-,1.72268
3482,0.03348,-,0.00302,0.71852,-,1.72430
3483,0.06686,-,0.00392,0.76763,-,1.72299
3484,0.06652,-,0.00386,0.71855,-,1.67234
3485,0.03342,-,0.00281,0.71642,-,1.72134
3486,0.06690,-,0.00384,0.76831,-,1.66971
3487,0.06687,-,0.00374,0.71787,-,1.67080
3488,0.06619,-,0.00348,0.71915,-,1.72547
3489,0.03422,-,0.00358,0.76731,-,1.72125
3490,0.03434,-,0.00336,0.76864,-,1.72263
3491,0.03392,-,0.00359,0.71774,-,1.67073
3492,0.06641,-,0.00346,0.76840,-,1.67115
3493,0.03307,-,0.00252,0.71661,-,1.77398
3494,0.03394,-,0.00326,0.71689,-,1.67185
3495,0.06627,-,0.00309,0.71661,-,1.72244
3496,0.06613,-,0.00322,0.76781,-,1.72076
3497,0.06635,-,0.00376,0.71719,-,1.67332
3498,0.03345,-,0.00361,0.71688,-,1.77095
3499,0.03332,-,0.00319,0.71704,-,1.71898
3500,0.03384,-,0.00274,0.76699,-,1.77153
3501,0.06662,-,0.00408,0.81856,-,1.67146
3502,0.06666,-,0.00388,0.76839,-,1.72174
3503,0.06652,-,0.00416,0.76838,-,1.72444
3504,0.03417,-,0.00395,0.86898,-,1.72345
3505,0.03375,-,0.00364,0.71803,-,1.72029
3506,0.03358,-,0.00362,0.81878,-,1.82280
3507,0.06698,-,0.00374,0.76826,-,1.72254
3508,0.06661,-,0.00364,0.71775,-,1.72029
3509,0.03434,-,0.00346,0.71818,-,1.72436
3510,0.03423,-,0.00341,0.71745,-,1.76973
3511,0.06696,-,0.00357,0.76747,-,1.77057
3512,0.06676,-,0.00368,0.76905,-,1.72298
3513,0.06588,-,0.00300,0.71749,-,1.77050
3514,0.03332,-,0.00306,0.71698,-,1.72010
3515,0.03363,-,0.00293,0.76875,-,1.77333
3516,0.06594,-,0.00334,0.76772,-,1.72248
3517,0.03344,-,0.00313,0.71740,-,1.72140
3518,0.06699,-,0.00345,0.71828,-,1.77128
3519,0.03333,-,0.00267,0.76649,-,1.72140
3520,0.03440,-,0.00396,0.81833,-,1.72266
3521,0.06615,-,0.00376,0.76865,-,1.72258
3522,0.06611,-,0.00409,0.76810,-,1.72124
3523,0.03360,-,0.00379,0.76744,-,1.77040
3524,0.06621,-,0.00320,0.71713,-,1.72246
3525,0.03372,-,0.00310,0.71735,-,1.71943
3526,0.03316,-,0.00281,0.76746,-,1.77247
3527,0.06634,-,0.00312,0.76938,-,1.72134
3528,0.03394,-,0.00382,0.71774,-,1.76965
3529,0.06664,-,0.00336,0.71846,-,1.77109
3530,0.06614,-,0.00310,0.71690,-,1.87064
3531,0.03413,-,0.00368,0.76744,-,1.72272
3532,0.03404,-,0.00338,0.71794,-,1.77139
3533,0.06595,-,0.00366,0.76744,-,1.81952
3534,0.06602,-,0.00289,0.76760,-,1.77064
3535,0.06544,-,0.00355,0.76817,-,1.87022
3536,0.03324,-,0.00344,0.71679,-,1.76928
3537,0.06669,-,0.00393,0.71778,-,1.81991
3538,0.03325,-,0.00331,0.76859,-,1.87059
3539,0.06632,-,0.00399,0.76845,-,1.82060
3540,0.03353,-,0.00361,0.76776,-,1.71948
3541,0.06631,-,0.00323,0.71777,-,1.77150
3542,0.06650,-,0.00413,0.81863,-,1.72239
3543,0.03468,-,0.00381,0.76828,-,1.82151
3544,0.03463,-,0.00356,0.76783,-,1.72112
3545,0.06625,-,0.00376,0.71816,-,1.77069
3546,0.06627,-,0.00326,0.76734,-,1.72024
3547,0.06642,-,0.00356,0.76864,-,1.72237
3548,0.03391,-,0.00377,0.76758,-,1.77282
3549,0.06670,-,0.00340,0.76738,-,1.82313
3550,0.03310,-,0.00285,0.76677,-,1.77301
3551,0.06633,-,0.00329,0.71787,-,1.77159
3552,0.03391,-,0.00348,0.76800,-,1.76982
3553,0.06654,-,0.00401,0.81797,-,1.77237
3554,0.03391,-,0.00387,0.76771,-,1.77112
3555,0.06701,-,0.00392,0.76811,-,1.81931
3556,0.06628,-,0.00368,0.76824,-,1.82096
3557,0.03353,-,0.00296,0.86729,-,1.77206
3558,0.03408,-,0.00349,0.76834,-,1.82176
3559,0.06719,-,0.00403,0.76901,-,1.72185
3560,0.03401,-,0.00375,0.76731,-,1.77295
3561,0.06655,-,0.00411,0.76921,-,1.82170
3562,0.06621,-,0.00324,0.76672,-,1.77207
3563,0.06602,-,0.00346,0.76867,-,1.77227
3564,0.06686,-,0.00360,0.76810,-,1.77105
3565,0.06632,-,0.00354,0.76792,-,1.77393
3566,0.06668,-,0.00356,0.76785,-,1.77010
3567,0.06545,-,0.00328,0.81724,-,1.86985
3568,0.03362,-,0.00346,0.76880,-,1.82120
3569,0.06638,-,0.00310,0.76648,-,1.77000
3570,0.06675,-,0.00348,0.76815,-,1.81990
3571,0.06631,-,0.00330,0.76806,-,1.77087
3572,0.03343,-,0.00306,0.76760,-,1.76978
3573,0.06630,-,0.00341,0.76937,-,1.77357
3574,0.03392,-,0.00392,0.81838,-,1.87104
3575,0.06695,-,0.00394,0.76829,-,1.77074
3576,0.03371,-,0.00386,0.81891,-,1.87278
3577,0.06633,-,0.00373,0.76871,-,1.87058
3578,0.03406,-,0.00397,0.76879,-,1.77237
3579,0.06658,-,0.00378,0.81854,-,1.77317
3580,0.03371,-,0.00311,0.77039,-,1.82405
3581,0.06753,-,0.00379,0.76840,-,1.77088
3582,0.06686,-,0.00348,0.76839,-,1.82387
3583,0.06666,-,0.00370,0.81829,-,1.82084
3584,0.06616,-,0.00377,0.81873,-,1.82152
3585,0.06677,-,0.00393,0.81787,-,1.82101
3586,0.06593,-,0.00318,0.76742,-,1.72184
3587,0.03377,-,0.00356,0.71784,-,1.97142
3588,0.06605,-,0.00296,0.76774,-,1.72101
3589,0.03373,-,0.00347,0.71836,-,1.82189
3590,0.06687,-,0.00370,0.76820,-,1.77262
3591,0.06589,-,0.00366,0.81755,-,1.77053
3592,0.06630,-,0.00384,0.76852,-,1.77303
3593,0.06639,-,0.00340,0.71870,-,1.82273
3594,0.03401,-,0.00323,0.76831,-,1.77282
3595,0.03408,-,0.00372,0.76863,-,1.77048
3596,0.06599,-,0.00314,0.76810,-,1.77282
3597,0.06623,-,0.00392,0.81978,-,1.77255
3598,0.06631,-,0.00363,0.76791,-,1.77208
3599,0.06628,-,0.00359,0.76816,-,1.87183
3600,0.06671,-,0.00365,0.81839,-,1.87158
3601,0.06710,-,0.00383,0.76820,-,1.87112
3602,0.06676,-,0.00372,0.76718,-,1.82098
3603,0.06682,-,0.00383,0.81784,-,1.87198
3604,0.06722,-,0.00393,0.76873,-,1.92187
3605,0.03333,-,0.00291,0.71805,-,1.82211
3606,0.03353,-,0.00385,0.81784,-,1.82071
3607,0.06607,-,0.00379,0.76970,-,1.77475
3608,0.06607,-,0.00368,0.76825,-,1.87279
3609,0.03406,-,0.00385,0.81840,-,1.92284
3610,0.03453,-,0.00337,0.81795,-,1.82254
3611,0.03379,-,0.00333,0.81745,-,1.82099
3612,0.06699,-,0.00413,0.81910,-,1.87329
3613,0.06645,-,0.00341,0.76828,-,1.77244
3614,0.03380,-,0.00315,0.76864,-,1.77245
3615,0.06655,-,0.00406,0.81960,-,1.82360
3616,0.03426,-,0.00383,0.76776,-,1.77167
3617,0.03420,-,0.00333,0.76837,-,1.82353
3618,0.06654,-,0.00307,0.76707,-,1.77216
3619,0.03374,-,0.00306,0.76909,-,1.77214
3620,0.06520,-,0.00303,0.86720,-,1.87082
3621,0.03353,-,0.00373,0.81857,-,1.82279
3622,0.03374,-,0.00371,0.76762,-,1.82202
3623,0.06641,-,0.00337,0.81791,-,1.92214
3624,0.06647,-,0.00300,0.76722,-,1.87360
3625,0.03427,-,0.00374,0.81889,-,1.87321
3626,0.06622,-,0.00345,0.81896,-,1.82254
3627,0.03415,-,0.00285,0.76636,-,1.76876
3628,0.03356,-,0.00330,0.81907,-,1.82335
3629,0.06584,-,0.00327,0.81863,-,1.87123
3630,0.06551,-,0.00290,0.81798,-,1.92238
3631,0.06580,-,0.00331,0.76771,-,1.82133
